author_name, affiliation, paper_title, paper_url, year_of_conference
"Federico Ulliana",,"Ontology-Mediated Queries for NOSQL Databases",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12395,2016
"Masaaki Nishino",,"Zero-Suppressed Sentential Decision Diagrams",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12434,2016
"Norihito Yasuda",,"Zero-Suppressed Sentential Decision Diagrams",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12434,2016
"Shin-ichi Minato",,"Zero-Suppressed Sentential Decision Diagrams",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12434,2016
"Masaaki Nagata",,"Zero-Suppressed Sentential Decision Diagrams",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12434,2016
"Somdeb Sarkhel",,"Scalable Training of Markov Logic Networks Using Approximate Counting",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12515,2016
"Deepak Venugopal",,"Scalable Training of Markov Logic Networks Using Approximate Counting",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12515,2016
"Tuan Anh Pham",,"Scalable Training of Markov Logic Networks Using Approximate Counting",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12515,2016
"Parag Singla",,"Scalable Training of Markov Logic Networks Using Approximate Counting",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12515,2016
"Vibhav Gogate",,"Scalable Training of Markov Logic Networks Using Approximate Counting",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12515,2016
"Siddharth Srivastava",,"Metaphysics of Planning Domain Descriptions",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12493,2016
"Stuart Russell",,"Metaphysics of Planning Domain Descriptions",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12493,2016
"Alessandro Pinto",,"Metaphysics of Planning Domain Descriptions",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12493,2016
"Cyril J. Stark",,"Expressive Recommender Systems through Normalized Nonnegative Models",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11811,2016
"Johannes P. Wallner",,"Complexity Results and Algorithms for Extension Enforcement in Abstract Argumentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12228,2016
"Andreas Niskanen",,"Complexity Results and Algorithms for Extension Enforcement in Abstract Argumentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12228,2016
"Matti Järvisalo",,"Complexity Results and Algorithms for Extension Enforcement in Abstract Argumentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12228,2016
"Hai Wan",,"Query Answering with Inconsistent Existential Rules under Stable Model Semantics",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11854,2016
"Heng Zhang",,"Query Answering with Inconsistent Existential Rules under Stable Model Semantics",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11854,2016
"Peng Xiao",,"Query Answering with Inconsistent Existential Rules under Stable Model Semantics",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11854,2016
"Haoran Huang",,"Query Answering with Inconsistent Existential Rules under Stable Model Semantics",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11854,2016
"Yan Zhang",,"Query Answering with Inconsistent Existential Rules under Stable Model Semantics",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11854,2016
"Zhe Wang",,"Affinity Preserving Quantization for Hashing: A Vector Quantization Approach to Learning Compact Binary Codes",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12117,2016
"Ling-Yu Duan",,"Affinity Preserving Quantization for Hashing: A Vector Quantization Approach to Learning Compact Binary Codes",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12117,2016
"Tiejun Huang",,"Affinity Preserving Quantization for Hashing: A Vector Quantization Approach to Learning Compact Binary Codes",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12117,2016
"Gao Wen",,"Affinity Preserving Quantization for Hashing: A Vector Quantization Approach to Learning Compact Binary Codes",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12117,2016
"Benjamin Zarrieß",,"Decidable Verification of Golog Programs over Non-Local Effect Actions",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12283,2016
"Jens Claßen",,"Decidable Verification of Golog Programs over Non-Local Effect Actions",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12283,2016
"Haodi Zhang",,"Mapping Action Language BC to Logic Programs: A Characterization by Postulates",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12255,2016
"Fangzhen Lin",,"Mapping Action Language BC to Logic Programs: A Characterization by Postulates",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12255,2016
"Pedro Ballester",,"On the Performance of GoogLeNet and AlexNet Applied to Sketches",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12278,2016
"Ricardo Matsumura Araujo",,"On the Performance of GoogLeNet and AlexNet Applied to Sketches",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12278,2016
"Ernesto Brau",,"Bayesian Inference of Recursive Sequences of Group Activities from Tracks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12513,2016
"Colin Dawson",,"Bayesian Inference of Recursive Sequences of Group Activities from Tracks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12513,2016
"Alfredo Carrillo",,"Bayesian Inference of Recursive Sequences of Group Activities from Tracks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12513,2016
"David Sidi",,"Bayesian Inference of Recursive Sequences of Group Activities from Tracks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12513,2016
"Clayton T. Morrison",,"Bayesian Inference of Recursive Sequences of Group Activities from Tracks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12513,2016
"Liujuan Cao",,"Towards Domain Adaptive Vehicle Detection in Satellite Image by Supervised Super-Resolution Transfer",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12176,2016
"Rongrong Ji",,"Towards Domain Adaptive Vehicle Detection in Satellite Image by Supervised Super-Resolution Transfer",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12176,2016
"Cheng Wang",,"Towards Domain Adaptive Vehicle Detection in Satellite Image by Supervised Super-Resolution Transfer",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12176,2016
"Jonathan Li",,"Towards Domain Adaptive Vehicle Detection in Satellite Image by Supervised Super-Resolution Transfer",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12176,2016
"Shaosheng Cao",,"Deep Neural Networks for Learning Graph Representations",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12423,2016
"Wei Lu",,"Deep Neural Networks for Learning Graph Representations",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12423,2016
"Qiongkai Xu",,"Deep Neural Networks for Learning Graph Representations",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12423,2016
"Bei Chen",,"Discriminative Nonparametric Latent Feature Relational Models with Data Augmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12136,2016
"Ning Chen",,"Discriminative Nonparametric Latent Feature Relational Models with Data Augmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12136,2016
"Jun Zhu",,"Discriminative Nonparametric Latent Feature Relational Models with Data Augmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12136,2016
"Jiaming Song",,"Discriminative Nonparametric Latent Feature Relational Models with Data Augmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12136,2016
"Bo Zhang",,"Discriminative Nonparametric Latent Feature Relational Models with Data Augmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12136,2016
"Hao Chen",,"Mitosis Detection in Breast Cancer Histology Images via Deep Cascaded Networks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11788,2016
"Qi Dou",,"Mitosis Detection in Breast Cancer Histology Images via Deep Cascaded Networks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11788,2016
"Xi Wang",,"Mitosis Detection in Breast Cancer Histology Images via Deep Cascaded Networks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11788,2016
"Jing Qin",,"Mitosis Detection in Breast Cancer Histology Images via Deep Cascaded Networks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11788,2016
"Pheng Ann Heng",,"Mitosis Detection in Breast Cancer Histology Images via Deep Cascaded Networks",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11788,2016
"Hao Chen",,"Deep Contextual Networks for Neuronal Structure Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11789,2016
"Xiao Juan Qi",,"Deep Contextual Networks for Neuronal Structure Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11789,2016
"Jie Zhi Cheng",,"Deep Contextual Networks for Neuronal Structure Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11789,2016
"Pheng Ann Heng",,"Deep Contextual Networks for Neuronal Structure Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11789,2016
"Lin Chen",,"Seeing the Unseen Network: Inferring Hidden Social Ties from Respondent-Driven Sampling",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12155,2016
"Forrest W. Crawford",,"Seeing the Unseen Network: Inferring Hidden Social Ties from Respondent-Driven Sampling",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12155,2016
"Amin Karbasi",,"Seeing the Unseen Network: Inferring Hidden Social Ties from Respondent-Driven Sampling",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12155,2016
"Zhengming Ding",,"Robust Multi-View Subspace Learning through Dual Low-Rank Decompositions",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11952,2016
"Yun Fu",,"Robust Multi-View Subspace Learning through Dual Low-Rank Decompositions",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11952,2016
"Lianli Gao",,"Graph-without-cut: An Ideal Graph Learning for Image Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12374,2016
"Jingkuan Song",,"Graph-without-cut: An Ideal Graph Learning for Image Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12374,2016
"Feiping Nie",,"Graph-without-cut: An Ideal Graph Learning for Image Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12374,2016
"Fuhao Zou",,"Graph-without-cut: An Ideal Graph Learning for Image Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12374,2016
"Nicu Sebe",,"Graph-without-cut: An Ideal Graph Learning for Image Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12374,2016
"Heng Tao Shen",,"Graph-without-cut: An Ideal Graph Learning for Image Segmentation",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12374,2016
"Jiazhen He",,"MOOCs Meet Measurement Theory: A Topic-Modelling Approach",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11970,2016
"Benjamin I. P. Rubinstein",,"MOOCs Meet Measurement Theory: A Topic-Modelling Approach",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11970,2016
"James Bailey",,"MOOCs Meet Measurement Theory: A Topic-Modelling Approach",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11970,2016
"Rui Zhang",,"MOOCs Meet Measurement Theory: A Topic-Modelling Approach",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11970,2016
"Sandra Milligan",,"MOOCs Meet Measurement Theory: A Topic-Modelling Approach",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11970,2016
"Jeffrey Chan",,"MOOCs Meet Measurement Theory: A Topic-Modelling Approach",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11970,2016
"Derrall Heath",,"Creating Images by Learning Image Semantics Using Vector Space Models",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11961,2016
"Dan Ventura",,"Creating Images by Learning Image Semantics Using Vector Space Models",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11961,2016
"Lu Hou",,"Efficient Learning of Timeseries Shapelets",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12382,2016
"James T. Kwok",,"Efficient Learning of Timeseries Shapelets",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12382,2016
"Jacek M. Zurada",,"Efficient Learning of Timeseries Shapelets",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12382,2016
"Jia Jia",,"Learning to Appreciate the Aesthetic Effects of Clothing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12056,2016
"Jie Huang",,"Learning to Appreciate the Aesthetic Effects of Clothing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12056,2016
"Guangyao Shen",,"Learning to Appreciate the Aesthetic Effects of Clothing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12056,2016
"Tao He",,"Learning to Appreciate the Aesthetic Effects of Clothing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12056,2016
"Zhiyuan Liu",,"Learning to Appreciate the Aesthetic Effects of Clothing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12056,2016
"Huanbo Luan",,"Learning to Appreciate the Aesthetic Effects of Clothing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12056,2016
"Chao Yan",,"Learning to Appreciate the Aesthetic Effects of Clothing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12056,2016
"Shuhui Jiang",,"Consensus Style Centralizing Auto-Encoder for Weak Style Classification",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12045,2016
"Ming Shao",,"Consensus Style Centralizing Auto-Encoder for Weak Style Classification",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12045,2016
"Chengcheng Jia",,"Consensus Style Centralizing Auto-Encoder for Weak Style Classification",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12045,2016
"Yun Fu",,"Consensus Style Centralizing Auto-Encoder for Weak Style Classification",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12045,2016
"Wang-Cheng Kang",,"Column Sampling Based Discrete Supervised Hashing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12353,2016
"Wu-Jun Li",,"Column Sampling Based Discrete Supervised Hashing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12353,2016
"Zhi-Hua Zhou",,"Column Sampling Based Discrete Supervised Hashing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12353,2016
"Chia-Tung Kuo",,"A Framework for Outlier Description Using Constraint Programming",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12338,2016
"Ian Davidson",,"A Framework for Outlier Description Using Constraint Programming",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12338,2016
"Qiang Li",,"Random Mixed Field Model for Mixed-Attribute Data Restoration",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11796,2016
"Wei Bian",,"Random Mixed Field Model for Mixed-Attribute Data Restoration",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11796,2016
"Richard Yi Da Xu",,"Random Mixed Field Model for Mixed-Attribute Data Restoration",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11796,2016
"Jane You",,"Random Mixed Field Model for Mixed-Attribute Data Restoration",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11796,2016
"Dacheng Tao",,"Random Mixed Field Model for Mixed-Attribute Data Restoration",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11796,2016
"Yingming Li",,"Learning with Marginalized Corrupted Features and Labels Together",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11974,2016
"Ming Yang",,"Learning with Marginalized Corrupted Features and Labels Together",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11974,2016
"Zenglin Xu",,"Learning with Marginalized Corrupted Features and Labels Together",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11974,2016
"Zhongfei (Mark) Zhang",,"Learning with Marginalized Corrupted Features and Labels Together",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11974,2016
"Hong Liu",,"Towards Optimal Binary Code Learning via Ordinal Embedding",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12177,2016
"Rongrong Ji",,"Towards Optimal Binary Code Learning via Ordinal Embedding",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12177,2016
"Yongjian Wu",,"Towards Optimal Binary Code Learning via Ordinal Embedding",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12177,2016
"Wei Liu",,"Towards Optimal Binary Code Learning via Ordinal Embedding",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12177,2016
"Li Liu",,"Recognizing Complex Activities by a Probabilistic Interval-Based Model",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12021,2016
"Li Cheng",,"Recognizing Complex Activities by a Probabilistic Interval-Based Model",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12021,2016
"Ye Liu",,"Recognizing Complex Activities by a Probabilistic Interval-Based Model",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12021,2016
"Yongpo Jia",,"Recognizing Complex Activities by a Probabilistic Interval-Based Model",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12021,2016
"David S. Rosenblum",,"Recognizing Complex Activities by a Probabilistic Interval-Based Model",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12021,2016
"Zitao Liu",,"Learning Adaptive Forecasting Models from Irregularly Sampled Multivariate Clinical Data",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12471,2016
"Milos Hauskrecht",,"Learning Adaptive Forecasting Models from Irregularly Sampled Multivariate Clinical Data",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12471,2016
"Andrea Loreggia",,"Deep Learning for Algorithm Portfolios",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12274,2016
"Yuri Malitsky",,"Deep Learning for Algorithm Portfolios",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12274,2016
"Horst Samulowitz",,"Deep Learning for Algorithm Portfolios",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12274,2016
"Vijay Saraswat",,"Deep Learning for Algorithm Portfolios",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12274,2016
"Lili Mou",,"Convolutional Neural Networks over Tree Structures for Programming Language Processing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11775,2016
"Ge Li",,"Convolutional Neural Networks over Tree Structures for Programming Language Processing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11775,2016
"Lu Zhang",,"Convolutional Neural Networks over Tree Structures for Programming Language Processing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11775,2016
"Tao Wang",,"Convolutional Neural Networks over Tree Structures for Programming Language Processing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11775,2016
"Zhi Jin",,"Convolutional Neural Networks over Tree Structures for Programming Language Processing",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11775,2016
"Aniruddh Nath",,"Learning Tractable Probabilistic Models for Fault Localization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12350,2016
"Pedro Domingos",,"Learning Tractable Probabilistic Models for Fault Localization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12350,2016
"Feiping Nie",,"Unsupervised Feature Selection with Structured Graph Optimization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12180,2016
"Wei Zhu",,"Unsupervised Feature Selection with Structured Graph Optimization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12180,2016
"Xuelong Li",,"Unsupervised Feature Selection with Structured Graph Optimization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12180,2016
"NhatHai Phan",,"Differential Privacy Preservation for Deep Auto-Encoders: an Application of Human Behavior Prediction",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12174,2016
"Yue Wang",,"Differential Privacy Preservation for Deep Auto-Encoders: an Application of Human Behavior Prediction",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12174,2016
"Xintao Wu",,"Differential Privacy Preservation for Deep Auto-Encoders: an Application of Human Behavior Prediction",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12174,2016
"Dejing Dou",,"Differential Privacy Preservation for Deep Auto-Encoders: an Application of Human Behavior Prediction",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12174,2016
"Lam Tran",,"Privacy-CNH: A Framework to Detect Photo Privacy with Convolutional Neural Network using Hierarchical Features",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12232,2016
"Deguang Kong",,"Privacy-CNH: A Framework to Detect Photo Privacy with Convolutional Neural Network using Hierarchical Features",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12232,2016
"Hongxia Jin",,"Privacy-CNH: A Framework to Detect Photo Privacy with Convolutional Neural Network using Hierarchical Features",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12232,2016
"Ji Liu",,"Privacy-CNH: A Framework to Detect Photo Privacy with Convolutional Neural Network using Hierarchical Features",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12232,2016
"Hua Wang",,"Drosophila Gene Expression Pattern Annotations via Multi-Instance Biological Relevance Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12322,2016
"Cheng Deng",,"Drosophila Gene Expression Pattern Annotations via Multi-Instance Biological Relevance Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12322,2016
"Hao Zhang",,"Drosophila Gene Expression Pattern Annotations via Multi-Instance Biological Relevance Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12322,2016
"Xinbo Gao",,"Drosophila Gene Expression Pattern Annotations via Multi-Instance Biological Relevance Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12322,2016
"Heng Huang",,"Drosophila Gene Expression Pattern Annotations via Multi-Instance Biological Relevance Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12322,2016
"Xin Wang",,"Recommending Groups to Users Using User-Group Engagement and Time-Dependent Matrix Factorization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12071,2016
"Roger Donaldson",,"Recommending Groups to Users Using User-Group Engagement and Time-Dependent Matrix Factorization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12071,2016
"Christopher Nell",,"Recommending Groups to Users Using User-Group Engagement and Time-Dependent Matrix Factorization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12071,2016
"Peter Gorniak",,"Recommending Groups to Users Using User-Group Engagement and Time-Dependent Matrix Factorization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12071,2016
"Martin Ester",,"Recommending Groups to Users Using User-Group Engagement and Time-Dependent Matrix Factorization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12071,2016
"Jiajun Bu",,"Recommending Groups to Users Using User-Group Engagement and Time-Dependent Matrix Factorization",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12071,2016
"Ying Wei",,"Instilling Social to Physical: Co-Regularized Heterogeneous Transfer Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12308,2016
"Yin Zhu",,"Instilling Social to Physical: Co-Regularized Heterogeneous Transfer Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12308,2016
"Cane Wing-ki Leung",,"Instilling Social to Physical: Co-Regularized Heterogeneous Transfer Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12308,2016
"Yangqiu Song",,"Instilling Social to Physical: Co-Regularized Heterogeneous Transfer Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12308,2016
"Qiang Yang",,"Instilling Social to Physical: Co-Regularized Heterogeneous Transfer Learning",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12308,2016
"Jacob Whitehill",,"Exploiting an Oracle That Reports AUC Scores in Machine Learning Contests",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11767,2016
"Nannan Wu",,"Efficient Nonparametric Subgraph Detection Using Tree Shaped Priors",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12485,2016
"Feng Chen",,"Efficient Nonparametric Subgraph Detection Using Tree Shaped Priors",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12485,2016
"Jianxin Li",,"Efficient Nonparametric Subgraph Detection Using Tree Shaped Priors",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12485,2016
"Baojian Zhou",,"Efficient Nonparametric Subgraph Detection Using Tree Shaped Priors",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12485,2016
"Naren Ramakrishnan",,"Efficient Nonparametric Subgraph Detection Using Tree Shaped Priors",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12485,2016
"Chenjun Xiao",,"Factorization Ranking Model for Move Prediction in the Game of Go",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12455,2016
"Martin Müller",,"Factorization Ranking Model for Move Prediction in the Game of Go",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12455,2016
"Zhe Xue",,"Joint Multi-View Representation Learning and Image Tagging",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11929,2016
"Guorong Li",,"Joint Multi-View Representation Learning and Image Tagging",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11929,2016
"Qingming Huang",,"Joint Multi-View Representation Learning and Image Tagging",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11929,2016
"Margot Lisa-Jing Yann",,"Learning Deep Convolutional Neural Networks for X-Ray Protein Crystallization Image Analysis",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11965,2016
"Yichuan Tang",,"Learning Deep Convolutional Neural Networks for X-Ray Protein Crystallization Image Analysis",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11965,2016
"Baosheng Yu",,"Linear Submodular Bandits with a Knapsack Constraint",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12005,2016
"Meng Fang",,"Linear Submodular Bandits with a Knapsack Constraint",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12005,2016
"Dacheng Tao",,"Linear Submodular Bandits with a Knapsack Constraint",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12005,2016
"Baosheng Yu",,"Submodular Asymmetric Feature Selection in Cascade Object Detection",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11920,2016
"Meng Fang",,"Submodular Asymmetric Feature Selection in Cascade Object Detection",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11920,2016
