full_name,f_name,affiliation,paper_title,paper_url,year
Mohammad Raihanul Islam,mohammad,,Inferring Multi-Dimensional Ideal Points for US Supreme Court Justices,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12306,2016
K. S. M. Tozammel Hossain,k,,Inferring Multi-Dimensional Ideal Points for US Supreme Court Justices,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12306,2016
Siddharth Krishnan,siddharth,,Inferring Multi-Dimensional Ideal Points for US Supreme Court Justices,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12306,2016
Naren Ramakrishnan,naren,,Inferring Multi-Dimensional Ideal Points for US Supreme Court Justices,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12306,2016
Meng Jiang,meng,,Little Is Much: Bridging Cross-Platform Behaviors through Overlapped Crowds,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12009,2016
Peng Cui,peng,,Little Is Much: Bridging Cross-Platform Behaviors through Overlapped Crowds,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12009,2016
Nicholas Jing Yuan,nicholas,,Little Is Much: Bridging Cross-Platform Behaviors through Overlapped Crowds,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12009,2016
Xing Xie,xing,,Little Is Much: Bridging Cross-Platform Behaviors through Overlapped Crowds,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12009,2016
Shiqiang Yang,shiqiang,,Little Is Much: Bridging Cross-Platform Behaviors through Overlapped Crowds,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12009,2016
Ronghua Liang,ronghua,,Scientific Ranking over Heterogeneous Academic Hypernetwork,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12114,2016
Xiaorui Jiang,xiaorui,,Scientific Ranking over Heterogeneous Academic Hypernetwork,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12114,2016
Zeming Lin,zeming,,MUST-CNN: A Multilayer Shift-and-Stitch Deep Convolutional Architecture for Sequence-Based Protein Structure Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12440,2016
Jack Lanchantin,jack,,MUST-CNN: A Multilayer Shift-and-Stitch Deep Convolutional Architecture for Sequence-Based Protein Structure Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12440,2016
Yanjun Qi,yanjun,,MUST-CNN: A Multilayer Shift-and-Stitch Deep Convolutional Architecture for Sequence-Based Protein Structure Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12440,2016
Eric Lofgren,eric,,Hospital Stockpiling Problems with Inventory Sharing,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12450,2016
Anil Vullikanti,anil,,Hospital Stockpiling Problems with Inventory Sharing,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12450,2016
Yuan Luo,yuan,,Predicting ICU Mortality Risk by Grouping Temporal Trends from a Multivariate Panel of Physiologic Measurements,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11843,2016
Yu Xin,yu,,Predicting ICU Mortality Risk by Grouping Temporal Trends from a Multivariate Panel of Physiologic Measurements,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11843,2016
Rohit Joshi,rohit,,Predicting ICU Mortality Risk by Grouping Temporal Trends from a Multivariate Panel of Physiologic Measurements,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11843,2016
Leo Celi,leo,,Predicting ICU Mortality Risk by Grouping Temporal Trends from a Multivariate Panel of Physiologic Measurements,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11843,2016
Peter Szolovits,peter,,Predicting ICU Mortality Risk by Grouping Temporal Trends from a Multivariate Panel of Physiologic Measurements,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11843,2016
Yuting Qiang,yuting,,Learning to Generate Posters of Scientific Papers,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11979,2016
Yanwei Fu,yanwei,,Learning to Generate Posters of Scientific Papers,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11979,2016
Yanwen Guo,yanwen,,Learning to Generate Posters of Scientific Papers,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11979,2016
Zhi-Hua Zhou,zhi-hua,,Learning to Generate Posters of Scientific Papers,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11979,2016
Leonid Sigal,leonid,,Learning to Generate Posters of Scientific Papers,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11979,2016
Shuyang Wang,shuyang,,Face Behind Makeup,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12044,2016
Yun Fu,yun,,Face Behind Makeup,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12044,2016
Yang Yang,yang,,Social Role-Aware Emotion Contagion in Image Social Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12069,2016
Jia Jia,jia,,Social Role-Aware Emotion Contagion in Image Social Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12069,2016
Boya Wu,boya,,Social Role-Aware Emotion Contagion in Image Social Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12069,2016
Jie Tang,jie,,Social Role-Aware Emotion Contagion in Image Social Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12069,2016
Jianfei Zhang,jianfei,,Survival Prediction by an Integrated Learning Criterion on Intermittently Varying Healthcare Data,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11873,2016
Lifei Chen,lifei,,Survival Prediction by an Integrated Learning Criterion on Intermittently Varying Healthcare Data,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11873,2016
Alain Vanasse,alain,,Survival Prediction by an Integrated Learning Criterion on Intermittently Varying Healthcare Data,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11873,2016
Josiane Courteau,josiane,,Survival Prediction by an Integrated Learning Criterion on Intermittently Varying Healthcare Data,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11873,2016
Shengrui Wang,shengrui,,Survival Prediction by an Integrated Learning Criterion on Intermittently Varying Healthcare Data,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11873,2016
Chuan Zhou,chuan,,On the Minimum Differentially Resolving Set Problem for Diffusion Source Inference in Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12230,2016
Wei-Xue Lu,wei-xue,,On the Minimum Differentially Resolving Set Problem for Diffusion Source Inference in Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12230,2016
Peng Zhang,peng,,On the Minimum Differentially Resolving Set Problem for Diffusion Source Inference in Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12230,2016
Jia Wu,jia,,On the Minimum Differentially Resolving Set Problem for Diffusion Source Inference in Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12230,2016
Yue Hu,yue,,On the Minimum Differentially Resolving Set Problem for Diffusion Source Inference in Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12230,2016
Li Guo,li,,On the Minimum Differentially Resolving Set Problem for Diffusion Source Inference in Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12230,2016
Mohammad Akbari,mohammad,,From Tweets to Wellness: Wellness Event Detection from Twitter Streams,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11931,2016
Xia Hu,xia,,From Tweets to Wellness: Wellness Event Detection from Twitter Streams,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11931,2016
Nie Liqiang,nie,,From Tweets to Wellness: Wellness Event Detection from Twitter Streams,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11931,2016
Tat-Seng Chua,tat-seng,,From Tweets to Wellness: Wellness Event Detection from Twitter Streams,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11931,2016
Prakhar Biyani,prakhar,,"""8 Amazing Secrets for Getting More Clicks"": Detecting Clickbaits in News Streams Using Article Informality",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11807,2016
Kostas Tsioutsiouliklis,kostas,,"""8 Amazing Secrets for Getting More Clicks"": Detecting Clickbaits in News Streams Using Article Informality",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11807,2016
John Blackmer,john,,"""8 Amazing Secrets for Getting More Clicks"": Detecting Clickbaits in News Streams Using Article Informality",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11807,2016
Bor-Chun Chen,bor-chun,,Business-Aware Visual Concept Discovery from Social Media for Multimodal Business Venue Recognition,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12217,2016
Yan-Ying Chen,yan-ying,,Business-Aware Visual Concept Discovery from Social Media for Multimodal Business Venue Recognition,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12217,2016
Francine Chen,francine,,Business-Aware Visual Concept Discovery from Social Media for Multimodal Business Venue Recognition,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12217,2016
Dhiraj Joshi,dhiraj,,Business-Aware Visual Concept Discovery from Social Media for Multimodal Business Venue Recognition,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12217,2016
Chaochao Chen,chaochao,,Capturing Semantic Correlation for Item Recommendation in Tagging Systems,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11994,2016
Xiaolin Zheng,xiaolin,,Capturing Semantic Correlation for Item Recommendation in Tagging Systems,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11994,2016
Yan Wang,yan,,Capturing Semantic Correlation for Item Recommendation in Tagging Systems,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11994,2016
Fuxing Hong,fuxing,,Capturing Semantic Correlation for Item Recommendation in Tagging Systems,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11994,2016
Deren Chen,deren,,Capturing Semantic Correlation for Item Recommendation in Tagging Systems,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11994,2016
Zhi-Hong Deng,zhi-hong,,Identifying Sentiment Words Using an Optimization Model with L1 Regularization,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11849,2016
Hongliang Yu,hongliang,,Identifying Sentiment Words Using an Optimization Model with L1 Regularization,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11849,2016
Yunlun Yang,yunlun,,Identifying Sentiment Words Using an Optimization Model with L1 Regularization,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11849,2016
Hanyin Fang,hanyin,,Community-Based Question Answering via Heterogeneous Social Network Learning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11903,2016
Fei Wu,fei,,Community-Based Question Answering via Heterogeneous Social Network Learning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11903,2016
Zhou Zhao,zhou,,Community-Based Question Answering via Heterogeneous Social Network Learning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11903,2016
Xinyu Duan,xinyu,,Community-Based Question Answering via Heterogeneous Social Network Learning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11903,2016
Yueting Zhuang,yueting,,Community-Based Question Answering via Heterogeneous Social Network Learning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11903,2016
Martin Ester,martin,,Community-Based Question Answering via Heterogeneous Social Network Learning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11903,2016
Hancheng Ge,hancheng,,"College Towns,  Vacation Spots,  and Tech Hubs: Using Geo-Social Media to Model and Compare Locations",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12324,2016
James Caverlee,james,,"College Towns,  Vacation Spots,  and Tech Hubs: Using Geo-Social Media to Model and Compare Locations",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12324,2016
Jing He,jing,,Inferring a Personalized Next Point-of-Interest Recommendation Model with Latent Behavior Patterns,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12361,2016
Xin Li,xin,,Inferring a Personalized Next Point-of-Interest Recommendation Model with Latent Behavior Patterns,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12361,2016
Lejian Liao,lejian,,Inferring a Personalized Next Point-of-Interest Recommendation Model with Latent Behavior Patterns,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12361,2016
Dandan Song,dandan,,Inferring a Personalized Next Point-of-Interest Recommendation Model with Latent Behavior Patterns,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12361,2016
William K. Cheung,william,,Inferring a Personalized Next Point-of-Interest Recommendation Model with Latent Behavior Patterns,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12361,2016
Ruining He,ruining,,VBPR: Visual Bayesian Personalized Ranking from Implicit Feedback,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11914,2016
Julian McAuley,julian,,VBPR: Visual Bayesian Personalized Ranking from Implicit Feedback,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11914,2016
Wei He,wei,,Improved Neural Machine Translation with SMT Features,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12189,2016
Zhongjun He,zhongjun,,Improved Neural Machine Translation with SMT Features,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12189,2016
Hua Wu,hua,,Improved Neural Machine Translation with SMT Features,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12189,2016
Haifeng Wang,haifeng,,Improved Neural Machine Translation with SMT Features,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12189,2016
Athirai A. Irissappane,athirai,,A Scalable Framework to Choose Sellers in E-Marketplaces Using POMDPs,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12378,2016
Frans A. Oliehoek,frans,,A Scalable Framework to Choose Sellers in E-Marketplaces Using POMDPs,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12378,2016
Jie Zhang,jie,,A Scalable Framework to Choose Sellers in E-Marketplaces Using POMDPs,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12378,2016
Yongpo Jia,yongpo,,Fusing Social Networks with Deep Learning for Volunteerism Tendency Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12229,2016
Xuemeng Song,xuemeng,,Fusing Social Networks with Deep Learning for Volunteerism Tendency Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12229,2016
Jingbo Zhou,jingbo,,Fusing Social Networks with Deep Learning for Volunteerism Tendency Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12229,2016
Li Liu,li,,Fusing Social Networks with Deep Learning for Volunteerism Tendency Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12229,2016
Liqiang Nie,liqiang,,Fusing Social Networks with Deep Learning for Volunteerism Tendency Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12229,2016
David S. Rosenblum,david,,Fusing Social Networks with Deep Learning for Volunteerism Tendency Prediction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12229,2016
Di Jin,di,,Detect Overlapping Communities via Ranking Node Popularities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12064,2016
Hongcui Wang,hongcui,,Detect Overlapping Communities via Ranking Node Popularities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12064,2016
Jianwu Dang,jianwu,,Detect Overlapping Communities via Ranking Node Popularities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12064,2016
Dongxiao He,dongxiao,,Detect Overlapping Communities via Ranking Node Popularities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12064,2016
Weixiong Zhang,weixiong,,Detect Overlapping Communities via Ranking Node Popularities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12064,2016
Zhao Kang,zhao,,Top-N Recommender System via Matrix Completion,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11824,2016
Chong Peng,chong,,Top-N Recommender System via Matrix Completion,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11824,2016
Qiang Cheng,qiang,,Top-N Recommender System via Matrix Completion,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11824,2016
Virgile Landeiro,virgile,,Robust Text Classification in the Presence of Confounding Bias,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12445,2016
Aron Culotta,aron,,Robust Text Classification in the Presence of Confounding Bias,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12445,2016
Qiang Liu,qiang,,Predicting the Next Location: A Recurrent Model with Spatial and Temporal Contexts,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11900,2016
Shu Wu,shu,,Predicting the Next Location: A Recurrent Model with Spatial and Temporal Contexts,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11900,2016
Liang Wang,liang,,Predicting the Next Location: A Recurrent Model with Spatial and Temporal Contexts,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11900,2016
Tieniu Tan,tieniu,,Predicting the Next Location: A Recurrent Model with Spatial and Temporal Contexts,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11900,2016
Ye Liu,ye,,Fortune Teller: Predicting Your Career Path,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11885,2016
Luming Zhang,luming,,Fortune Teller: Predicting Your Career Path,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11885,2016
Liqiang Nie,liqiang,,Fortune Teller: Predicting Your Career Path,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11885,2016
Yan Yan,yan,,Fortune Teller: Predicting Your Career Path,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11885,2016
David S. Rosenblum,david,,Fortune Teller: Predicting Your Career Path,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11885,2016
Suhas Ranganath,suhas,,Predicting Online Protest Participation of Social Media Users,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12289,2016
Fred Morstatter,fred,,Predicting Online Protest Participation of Social Media Users,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12289,2016
Xia Hu,xia,,Predicting Online Protest Participation of Social Media Users,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12289,2016
Jiliang Tang,jiliang,,Predicting Online Protest Participation of Social Media Users,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12289,2016
Suhang Wang,suhang,,Predicting Online Protest Participation of Social Media Users,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12289,2016
Huan Liu,huan,,Predicting Online Protest Participation of Social Media Users,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12289,2016
Yafeng Ren,yafeng,,Context-Sensitive Twitter Sentiment Classification Using Neural Network,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11922,2016
Yue Zhang,yue,,Context-Sensitive Twitter Sentiment Classification Using Neural Network,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11922,2016
Meishan Zhang,meishan,,Context-Sensitive Twitter Sentiment Classification Using Neural Network,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11922,2016
Donghong Ji,donghong,,Context-Sensitive Twitter Sentiment Classification Using Neural Network,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11922,2016
Mehdi Samadi,mehdi,,ClaimEval: Integrated and Flexible Framework for Claim Evaluation Using Credibility of Sources,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12397,2016
Partha Talukdar,partha,,ClaimEval: Integrated and Flexible Framework for Claim Evaluation Using Credibility of Sources,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12397,2016
Manuela Veloso,manuela,,ClaimEval: Integrated and Flexible Framework for Claim Evaluation Using Credibility of Sources,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12397,2016
Manuel Blum,manuel,,ClaimEval: Integrated and Flexible Framework for Claim Evaluation Using Credibility of Sources,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12397,2016
Suvash Sedhain,suvash,,On the Effectiveness of Linear Models for One-Class Collaborative Filtering,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12333,2016
Aditya Krishna Menon,aditya,,On the Effectiveness of Linear Models for One-Class Collaborative Filtering,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12333,2016
Scott Sanner,scott,,On the Effectiveness of Linear Models for One-Class Collaborative Filtering,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12333,2016
Darius Braziunas,darius,,On the Effectiveness of Linear Models for One-Class Collaborative Filtering,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12333,2016
SungRyull Sohn,sungryull,,Supervised Hashing via Uncorrelated Component Analysis,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11748,2016
Hyunwoo Kim,hyunwoo,,Supervised Hashing via Uncorrelated Component Analysis,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11748,2016
Junmo Kim,junmo,,Supervised Hashing via Uncorrelated Component Analysis,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11748,2016
Niket Tandon,niket,,Commonsense in Parts: Mining Part-Whole Relations from the Web and Image Tags,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12337,2016
Charles Hariman,charles,,Commonsense in Parts: Mining Part-Whole Relations from the Web and Image Tags,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12337,2016
Jacopo Urbani,jacopo,,Commonsense in Parts: Mining Part-Whole Relations from the Web and Image Tags,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12337,2016
Anna Rohrbach,anna,,Commonsense in Parts: Mining Part-Whole Relations from the Web and Image Tags,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12337,2016
Marcus Rohrbach,marcus,,Commonsense in Parts: Mining Part-Whole Relations from the Web and Image Tags,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12337,2016
Gerhard Weikum,gerhard,,Commonsense in Parts: Mining Part-Whole Relations from the Web and Image Tags,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12337,2016
Jiliang Tang,jiliang,,Recommendation with Social Dimensions,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11962,2016
Suhang Wang,suhang,,Recommendation with Social Dimensions,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11962,2016
Xia Hu,xia,,Recommendation with Social Dimensions,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11962,2016
Dawei Yin,dawei,,Recommendation with Social Dimensions,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11962,2016
Yingzhou Bi,yingzhou,,Recommendation with Social Dimensions,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11962,2016
Yi Chang,yi,,Recommendation with Social Dimensions,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11962,2016
Huan Liu,huan,,Recommendation with Social Dimensions,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11962,2016
Jacopo Urbani,jacopo,,Column-Oriented Datalog Materialization for Large Knowledge Graphs,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12341,2016
Ceriel Jacobs,ceriel,,Column-Oriented Datalog Materialization for Large Knowledge Graphs,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12341,2016
Markus Krötzsch,markus,,Column-Oriented Datalog Materialization for Large Knowledge Graphs,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12341,2016
Xiao Wang,xiao,,Semantic Community Identification in Large Attribute Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11964,2016
Di Jin,di,,Semantic Community Identification in Large Attribute Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11964,2016
Xiaochun Cao,xiaochun,,Semantic Community Identification in Large Attribute Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11964,2016
Liang Yang,liang,,Semantic Community Identification in Large Attribute Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11964,2016
Weixiong Zhang,weixiong,,Semantic Community Identification in Large Attribute Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11964,2016
Bo Wu,bo,,Unfolding Temporal Dynamics: Predicting Social Media Popularity Using Multi-scale Temporal Decomposition,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11887,2016
Tao Mei,tao,,Unfolding Temporal Dynamics: Predicting Social Media Popularity Using Multi-scale Temporal Decomposition,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11887,2016
Wen-Huang Cheng,wen-huang,,Unfolding Temporal Dynamics: Predicting Social Media Popularity Using Multi-scale Temporal Decomposition,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11887,2016
Yongdong Zhang,yongdong,,Unfolding Temporal Dynamics: Predicting Social Media Popularity Using Multi-scale Temporal Decomposition,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11887,2016
Le Wu,le,,Modeling Users' Preferences and Social Links in Social Networking Services: A Joint-Evolving Perspective,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12061,2016
Yong Ge,yong,,Modeling Users' Preferences and Social Links in Social Networking Services: A Joint-Evolving Perspective,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12061,2016
Qi Liu,qi,,Modeling Users' Preferences and Social Links in Social Networking Services: A Joint-Evolving Perspective,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12061,2016
Enhong Chen,enhong,,Modeling Users' Preferences and Social Links in Social Networking Services: A Joint-Evolving Perspective,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12061,2016
Bai Long,bai,,Modeling Users' Preferences and Social Links in Social Networking Services: A Joint-Evolving Perspective,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12061,2016
Zhenya Huang,zhenya,,Modeling Users' Preferences and Social Links in Social Networking Services: A Joint-Evolving Perspective,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12061,2016
Tianxing Wu,tianxing,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
Guilin Qi,guilin,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
Haofen Wang,haofen,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
Kang Xu,kang,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
Xuan Cui,xuan,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
