full_name,f_name,affiliation,paper_title,paper_url,year
Hector Munoz-Avila,hector,,"MIDCA: A Metacognitive,  Integrated Dual-Cycle Architecture for Self-Regulated Autonomy",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12292,2016
Don Perlis,don,,"MIDCA: A Metacognitive,  Integrated Dual-Cycle Architecture for Self-Regulated Autonomy",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12292,2016
Andrew S. Gordon,andrew,,Commonsense Interpretation of Triangle Behavior,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11790,2016
Kazjon Grace,kazjon,,Surprise-Triggered Reformulation of Design Goals,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12456,2016
Mary Lou Maher,mary,,Surprise-Triggered Reformulation of Design Goals,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12456,2016
Yedid Hoshen,yedid,,Visual Learning of Arithmetic Operation,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11899,2016
Shmuel Peleg,shmuel,,Visual Learning of Arithmetic Operation,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11899,2016
Peter M. Krafft,peter,,Modeling Human Ad Hoc Coordination,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12516,2016
Chris L. Baker,chris,,Modeling Human Ad Hoc Coordination,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12516,2016
"Alex ""Sandy"" Pentland",alex,,Modeling Human Ad Hoc Coordination,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12516,2016
Joshua B. Tenenbaum,joshua,,Modeling Human Ad Hoc Coordination,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12516,2016
Abhijit Mishra,abhijit,,Predicting Readers' Sarcasm Understandability by Modeling Gaze Behavior,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12070,2016
Diptesh Kanojia,diptesh,,Predicting Readers' Sarcasm Understandability by Modeling Gaze Behavior,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12070,2016
Pushpak Bhattacharyya,pushpak,,Predicting Readers' Sarcasm Understandability by Modeling Gaze Behavior,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12070,2016
Ryo Nakahashi,ryo,,Modeling Human Understanding of Complex Intentional Action with a Bayesian Nonparametric Subgoal Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12412,2016
Chris L. Baker,chris,,Modeling Human Understanding of Complex Intentional Action with a Bayesian Nonparametric Subgoal Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12412,2016
Joshua B. Tenenbaum,joshua,,Modeling Human Understanding of Complex Intentional Action with a Bayesian Nonparametric Subgoal Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12412,2016
Gustavo H. Paetzold,gustavo,,Unsupervised Lexical Simplification for Non-Native Speakers,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12235,2016
Lucia Specia,lucia,,Unsupervised Lexical Simplification for Non-Native Speakers,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12235,2016
Shourya Roy,shourya,,QART: A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12305,2016
Ragunathan Mariappan,ragunathan,,QART: A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12305,2016
Sandipan Dandapat,sandipan,,QART: A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12305,2016
Saurabh Srivastava,saurabh,,QART: A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12305,2016
Sainyam Galhotra,sainyam,,QART: A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12305,2016
Balaji Peddamuthu,balaji,,QART: A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12305,2016
Iulian V. Serban,iulian,,Building End-To-End Dialogue Systems Using Generative Hierarchical Neural Network Models,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11957,2016
Alessandro Sordoni,alessandro,,Building End-To-End Dialogue Systems Using Generative Hierarchical Neural Network Models,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11957,2016
Yoshua Bengio,yoshua,,Building End-To-End Dialogue Systems Using Generative Hierarchical Neural Network Models,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11957,2016
Aaron Courville,aaron,,Building End-To-End Dialogue Systems Using Generative Hierarchical Neural Network Models,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11957,2016
Joelle Pineau,joelle,,Building End-To-End Dialogue Systems Using Generative Hierarchical Neural Network Models,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11957,2016
Lucas Agussurja,lucas,,Achieving Stable and Fair Profit Allocation with Minimum Subsidy in Collaborative Logistics,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12380,2016
Hoong Chuin Lau,hoong,,Achieving Stable and Fair Profit Allocation with Minimum Subsidy in Collaborative Logistics,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12380,2016
Shih-Fen Cheng,shih-fen,,Achieving Stable and Fair Profit Allocation with Minimum Subsidy in Collaborative Logistics,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12380,2016
Pramod Anantharam,pramod,,Understanding City Traffic Dynamics Utilizing Sensor and Textual Observations,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12047,2016
Krishnaprasad Thirunarayan,krishnaprasad,,Understanding City Traffic Dynamics Utilizing Sensor and Textual Observations,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12047,2016
Surendra Marupudi,surendra,,Understanding City Traffic Dynamics Utilizing Sensor and Textual Observations,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12047,2016
Amit Sheth,amit,,Understanding City Traffic Dynamics Utilizing Sensor and Textual Observations,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12047,2016
Tanvi Banerjee,tanvi,,Understanding City Traffic Dynamics Utilizing Sensor and Textual Observations,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12047,2016
Sambaran Bandyopadhyay,sambaran,,An Axiomatic Framework for Ex-Ante Dynamic Pricing Mechanisms in Smart Grid,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12032,2016
Ramasuri Narayanam,ramasuri,,An Axiomatic Framework for Ex-Ante Dynamic Pricing Mechanisms in Smart Grid,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12032,2016
Pratyush Kumar,pratyush,,An Axiomatic Framework for Ex-Ante Dynamic Pricing Mechanisms in Smart Grid,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12032,2016
Sarvapali Ramchurn,sarvapali,,An Axiomatic Framework for Ex-Ante Dynamic Pricing Mechanisms in Smart Grid,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12032,2016
Vijay Arya,vijay,,An Axiomatic Framework for Ex-Ante Dynamic Pricing Mechanisms in Smart Grid,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12032,2016
Iskandarbin Petra,iskandarbin,,An Axiomatic Framework for Ex-Ante Dynamic Pricing Mechanisms in Smart Grid,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12032,2016
Forrest Briggs,forrest,,Multi-Instance Multi-Label Class Discovery: A Computational Approach for Assessing Bird Biodiversity,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12214,2016
Xiaoli Z. Fern,xiaoli,,Multi-Instance Multi-Label Class Discovery: A Computational Approach for Assessing Bird Biodiversity,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12214,2016
Raviv Raich,raviv,,Multi-Instance Multi-Label Class Discovery: A Computational Approach for Assessing Bird Biodiversity,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12214,2016
Matthew Betts,matthew,,Multi-Instance Multi-Label Class Discovery: A Computational Approach for Assessing Bird Biodiversity,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12214,2016
Zhiguang Cao,zhiguang,,Multiagent-Based Route Guidance for Increasing the Chance of Arrival on Time,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11797,2016
Hongliang Guo,hongliang,,Multiagent-Based Route Guidance for Increasing the Chance of Arrival on Time,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11797,2016
Jie Zhang,jie,,Multiagent-Based Route Guidance for Increasing the Chance of Arrival on Time,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11797,2016
Ulrich Fastenrath,ulrich,,Multiagent-Based Route Guidance for Increasing the Chance of Arrival on Time,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11797,2016
Soumyadeep Chatterjee,soumyadeep,,Understanding Dominant Factors for Precipitation over the Great Lakes Region,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12179,2016
Stefan Liess,stefan,,Understanding Dominant Factors for Precipitation over the Great Lakes Region,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12179,2016
Arindam Banerjee,arindam,,Understanding Dominant Factors for Precipitation over the Great Lakes Region,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12179,2016
Vipin Kumar,vipin,,Understanding Dominant Factors for Precipitation over the Great Lakes Region,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12179,2016
Kai Fan,kai,,A Unifying Variational Inference Framework for Hierarchical Graph-Coupled HMM with an Application to Influenza Infection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11865,2016
Chunyuan Li,chunyuan,,A Unifying Variational Inference Framework for Hierarchical Graph-Coupled HMM with an Application to Influenza Infection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11865,2016
Katherine Heller,katherine,,A Unifying Variational Inference Framework for Hierarchical Graph-Coupled HMM with an Application to Influenza Infection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11865,2016
Lingzi Hong,lingzi,,Topic Models to Infer Socio-Economic Maps,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11757,2016
Enrique Frias-Martinez,enrique,,Topic Models to Infer Socio-Economic Maps,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11757,2016
Vanessa Frias-Martinez,vanessa,,Topic Models to Infer Socio-Economic Maps,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11757,2016
Timon V. Kanters,timon,,Energy- and Cost-Efficient Pumping Station Control,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12035,2016
Frans A. Oliehoek,frans,,Energy- and Cost-Efficient Pumping Station Control,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12035,2016
Michael Kaisers,michael,,Energy- and Cost-Efficient Pumping Station Control,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12035,2016
Stan R. van den Bosch,stan,,Energy- and Cost-Efficient Pumping Station Control,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12035,2016
Joep Grispen,joep,,Energy- and Cost-Efficient Pumping Station Control,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12035,2016
Jeroen Hermans,jeroen,,Energy- and Cost-Efficient Pumping Station Control,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12035,2016
Akshat Kumar,akshat,,Shortest Path Based Decision Making Using Probabilistic Inference,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12226,2016
Akshat Kumar,akshat,,Robust Decision Making for Stochastic Network Design,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12224,2016
Arambam James Singh,arambam,,Robust Decision Making for Stochastic Network Design,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12224,2016
Pradeep Varakantham,pradeep,,Robust Decision Making for Stochastic Network Design,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12224,2016
Daniel Sheldon,daniel,,Robust Decision Making for Stochastic Network Design,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12224,2016
Kunal Kumar,kunal,,Optimizing Infrastructure Enhancements for Evacuation Planning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11950,2016
Julia Romanski,julia,,Optimizing Infrastructure Enhancements for Evacuation Planning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11950,2016
Pascal Van Hentenryck,pascal,,Optimizing Infrastructure Enhancements for Evacuation Planning,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11950,2016
Changsheng Li,changsheng,,Spatially Regularized Streaming Sensor Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11890,2016
Fan Wei,fan,,Spatially Regularized Streaming Sensor Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11890,2016
Weishan Dong,weishan,,Spatially Regularized Streaming Sensor Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11890,2016
Xiangfeng Wang,xiangfeng,,Spatially Regularized Streaming Sensor Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11890,2016
Junchi Yan,junchi,,Spatially Regularized Streaming Sensor Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11890,2016
Xiaobin Zhu,xiaobin,,Spatially Regularized Streaming Sensor Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11890,2016
Qingshan Liu,qingshan,,Spatially Regularized Streaming Sensor Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11890,2016
Xin Zhang,xin,,Spatially Regularized Streaming Sensor Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11890,2016
Sara Marie Mc Carthy,sara,,Preventing Illegal Logging: Simultaneous Optimization of Resource Teams and Tactics for Security,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12160,2016
Milind Tambe,milind,,Preventing Illegal Logging: Simultaneous Optimization of Resource Teams and Tactics for Security,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12160,2016
Christopher Kiekintveld,christopher,,Preventing Illegal Logging: Simultaneous Optimization of Resource Teams and Tactics for Security,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12160,2016
Meredith L. Gore,meredith,,Preventing Illegal Logging: Simultaneous Optimization of Resource Teams and Tactics for Security,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12160,2016
Alex Killion,alex,,Preventing Illegal Logging: Simultaneous Optimization of Resource Teams and Tactics for Security,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12160,2016
Ankit Pat,ankit,,Big-Data Mechanisms and Energy-Policy Design,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12251,2016
Kate Larson,kate,,Big-Data Mechanisms and Energy-Policy Design,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12251,2016
Srinivasen Keshav,srinivasen,,Big-Data Mechanisms and Energy-Policy Design,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12251,2016
Julia Romanski,julia,,Benders Decomposition for Large-Scale Prescriptive Evacuations,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11949,2016
Pascal Van Hentenryck,pascal,,Benders Decomposition for Large-Scale Prescriptive Evacuations,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11949,2016
Ransalu Senanayake,ransalu,,Predicting Spatio-Temporal Propagation of Seasonal Influenza Using Variational Gaussian Process Regression,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11998,2016
Simon O'Callaghan,simon,,Predicting Spatio-Temporal Propagation of Seasonal Influenza Using Variational Gaussian Process Regression,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11998,2016
Fabio Ramos,fabio,,Predicting Spatio-Temporal Propagation of Seasonal Influenza Using Variational Gaussian Process Regression,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11998,2016
Tommaso Urli,tommaso,,Intelligent Habitat Restoration Under Uncertainty,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11969,2016
Jana Brotánková,jana,,Intelligent Habitat Restoration Under Uncertainty,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11969,2016
Philip Kilby,philip,,Intelligent Habitat Restoration Under Uncertainty,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11969,2016
Pascal Van Hentenryck,pascal,,Intelligent Habitat Restoration Under Uncertainty,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11969,2016
John K. Williams,john,,Adaptable Regression Method for Ensemble Consensus Forecasting,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12492,2016
Peter P. Neilley,peter,,Adaptable Regression Method for Ensemble Consensus Forecasting,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12492,2016
Joseph P. Koval,joseph,,Adaptable Regression Method for Ensemble Consensus Forecasting,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12492,2016
Jeff McDonald,jeff,,Adaptable Regression Method for Ensemble Consensus Forecasting,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12492,2016
Xiaojian Wu,xiaojian,,Optimizing Resilience in Large Scale Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12311,2016
Daniel Sheldon,daniel,,Optimizing Resilience in Large Scale Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12311,2016
Shlomo Zilberstein,shlomo,,Optimizing Resilience in Large Scale Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12311,2016
Michael Xie,michael,,Transfer Learning from Deep Features for Remote Sensing and Poverty Mapping,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12196,2016
Neal Jean,neal,,Transfer Learning from Deep Features for Remote Sensing and Poverty Mapping,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12196,2016
Marshall Burke,marshall,,Transfer Learning from Deep Features for Remote Sensing and Poverty Mapping,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12196,2016
David Lobell,david,,Transfer Learning from Deep Features for Remote Sensing and Poverty Mapping,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12196,2016
Stefano Ermon,stefano,,Transfer Learning from Deep Features for Remote Sensing and Poverty Mapping,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12196,2016
Alexandros Zenonos,alexandros,,An Algorithm to Coordinate Measurements Using Stochastic Human Mobility Patterns in Large-Scale Participatory Sensing Settings,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12100,2016
Sebastian Stein,sebastian,,An Algorithm to Coordinate Measurements Using Stochastic Human Mobility Patterns in Large-Scale Participatory Sensing Settings,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12100,2016
Nicholas R. Jennings,nicholas,,An Algorithm to Coordinate Measurements Using Stochastic Human Mobility Patterns in Large-Scale Participatory Sensing Settings,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12100,2016
Peng Dai,peng,,Bagging Ensembles for the Diagnosis and Prognostication of Alzheimer's Disease,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11868,2016
Femida Gwadry-Sridhar,femida,,Bagging Ensembles for the Diagnosis and Prognostication of Alzheimer's Disease,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11868,2016
Michael Bauer,michael,,Bagging Ensembles for the Diagnosis and Prognostication of Alzheimer's Disease,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11868,2016
Michael Borrie,michael,,Bagging Ensembles for the Diagnosis and Prognostication of Alzheimer's Disease,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11868,2016
Goren Gordon,goren,,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11759,2016
Samuel Spaulding,samuel,,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11759,2016
Jacqueline Kory Westlund,jacqueline,,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11759,2016
Jin Joo Lee,jin,,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11759,2016
Luke Plummer,luke,,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11759,2016
Marayna Martinez,marayna,,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11759,2016
Madhurima Das,madhurima,,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11759,2016
Cynthia Breazeal,cynthia,,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11759,2016
Tom Williams,tom,,A Framework for Resolving Open-World Referential Expressions in Distributed Heterogeneous Knowledge Bases,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11909,2016
Matthias Scheutz,matthias,,A Framework for Resolving Open-World Referential Expressions in Distributed Heterogeneous Knowledge Bases,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11909,2016
Fei Fang,fei,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Thanh H. Nguyen,thanh,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Rob Pickles,rob,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Wai Y. Lam,wai,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Gopalasamy R. Clements,gopalasamy,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Bo An,bo,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Amandeep Singh,amandeep,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Milind Tambe,milind,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Andrew Lemieux,andrew,,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11814,2016
Nestor Rychtyckyj,nestor,,Ontology Re-Engineering: A Case Study from the Automotive Industry,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12246,2016
Venkatesh Raman,venkatesh,,Ontology Re-Engineering: A Case Study from the Automotive Industry,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12246,2016
Baskaran Sankaranarayanan,baskaran,,Ontology Re-Engineering: A Case Study from the Automotive Industry,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12246,2016
P. Sreenivasa Kumar,p,,Ontology Re-Engineering: A Case Study from the Automotive Industry,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12246,2016
Deepak Khemani,deepak,,Ontology Re-Engineering: A Case Study from the Automotive Industry,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12246,2016
Adam Sadilek,adam,,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11823,2016
Henry Kautz,henry,,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11823,2016
Lauren DiPrete,lauren,,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11823,2016
Brian Labus,brian,,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11823,2016
Eric Portman,eric,,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11823,2016
Jack Teitel,jack,,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11823,2016
Vincent Silenzio,vincent,,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11823,2016
Sweewarman Balachandran,sweewarman,,An Autonomous Override System to Prevent Airborne Loss of Control,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12161,2016
Ella Atkins,ella,,An Autonomous Override System to Prevent Airborne Loss of Control,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12161,2016
Cornelia Caragea,cornelia,,Document Type Classification in Online Digital Libraries,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12343,2016
Jian Wu,jian,,Document Type Classification in Online Digital Libraries,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12343,2016
Sujatha Das Gollapalli,sujatha,,Document Type Classification in Online Digital Libraries,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12343,2016
C. Lee Giles,c,,Document Type Classification in Online Digital Libraries,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12343,2016
Amir Elmishali,amir,,Data-Augmented Software Diagnosis,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12279,2016
Roni Stern,roni,,Data-Augmented Software Diagnosis,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12279,2016
Meir Kalech,meir,,Data-Augmented Software Diagnosis,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12279,2016
Arnaud Gotlieb,arnaud,,Automated Regression Testing Using Constraint Programming,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12116,2016
Mats Carlsson,mats,,Automated Regression Testing Using Constraint Programming,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12116,2016
Marius Liaeen,marius,,Automated Regression Testing Using Constraint Programming,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12116,2016
Dusica Marijan,dusica,,Automated Regression Testing Using Constraint Programming,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12116,2016
Alexandre Petillon,alexandre,,Automated Regression Testing Using Constraint Programming,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12116,2016
