"Noam Brown, Tuomas Sandholm",Strategy-Based Warm Starting for Regret Minimization in Games,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12505,2016
"Jiri Cermak, Branislav Bosansky, Karel Durkota, Viliam Lisy, Christopher Kiekintveld",Using Correlated Strategies for Computing Stackelberg Equilibria in Extensive-Form Games,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12332,2016
"Pak Hay Chan, Xin Huang, Zhengyang Liu, Chihao Zhang, Shengyu Zhang",Assignment and Pricing in Roommate Market,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11848,2016
"Ning Chen, Xiaotie Deng, Bo Tang, Hongyang Zhang",Incentives for Strategic Behavior in Fisher Market Games,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12300,2016
"Vincent Conitzer, Rupert Freeman, Markus Brill, Yuqian Li",Rules for Choosing Societal Tradeoffs,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12504,2016
"Marco Costantini, Carla Groenland, Ulle Endriss",Judgment Aggregation under Issue Dependencies,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11836,2016
"Edith Elkind, Angelo Fanelli, Michele Flammini",Price of Pareto Optimality in Hedonic Games,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12402,2016
"Piotr Faliszewski, Piot Skowron, Arkadii Slinko, Nimrod Talmon",Multiwinner Analogues of the Plurality Rule: Axiomatic and Algorithmic Perspectives,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12090,2016
"Gabriele Farina, Nicola Gatti",Ad Auctions and Cascade Model: GSP Inefficiency and Algorithms,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12159,2016
"Michal Feldman, Amos Fiat, Svetlana Obraztsova",Variations on the Hotelling-Downs Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12496,2016
"Rafael Frongillo, Jens Witkowski",A Geometric Method to Construct Minimal Peer Prediction Mechanisms,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12467,2016
"Nicola Gatti, Marcello Restelli",Sequence-Form and Evolutionary Dynamics: Realization Equivalence to Agent Form and Logit Dynamics,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11891,2016
"Michael P. Kim, Warut Suksompong, Virginia Vassilevska Williams",Who Can Win a Single-Elimination Tournament?,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12194,2016
"David Kurokawa, Ariel D. Procaccia, Junxing Wang",When Can the Maximin Share Guarantee Be Guaranteed?,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12282,2016
"Jérôme Lang, Piotr Krzysztof Skowron",Multi-Attribute Proportional Representation,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12002,2016
"Aron Laszka, Jian Lou, Yevgeniy Vorobeychik",Multi-Defender Strategic Filtering Against Spear-Phishing Attacks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11876,2016
"Viliam Lisy, Trevor Davis, Michael Bowling",Counterfactual Regret Minimization in Sequential Security Games,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12469,2016
"Yicheng Liu, Pingzhong Tang, Tingting Xu, Hang Zheng",Optimizing Trading Assignments in Water Right Markets,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11816,2016
"Thomas Lukasiewicz, Enrico Malizia",On the Complexity of mCP-nets,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12239,2016
"Vijay Menon, Kate Larson",Reinstating Combinatorial Protections for Manipulation and Bribery in Single-Peaked and Nearly Single-Peaked Electorates,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12048,2016
"Matej Moravcik, Martin Schmid, Karel Ha, Milan Hladik, Stephen J. Gaukrodger",Refining Subgames in Large Imperfect Information Games,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12102,2016
Dominik Peters,Complexity of Hedonic Games with Dichotomous Preferences,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12401,2016
Dominik Peters,Graphical Hedonic Games of Bounded Treewidth,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12400,2016
"Dominik Peters, Edith Elkind",Preferences Single-Peaked on Nice Trees,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12410,2016
"Benjamin Plaut, John P. Dickerson, Tuomas Sandholm",Fast Optimal Clearing of Capped-Chain Barter Exchanges,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12494,2016
"Ariel D. Procaccia, Nisarg Shah",Optimal Aggregation of Uncertain Preferences,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11821,2016
"Akihisa Sonoda, Taiki Todo, Makoto Yokoo",False-Name-Proof Locations of Two Facilities: Economic and Algorithmic Approaches,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12081,2016
"Mateusz K. Tarkowski, Piotr Szczepański, Talal Rahwan, Tomasz P. Michalak, Michael Wooldridge",Closeness Centrality for Networks with Overlapping Community Structure,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12149,2016
Paolo Turrini,Computing Rational Decisions In Extensive Games With Limited Foresight,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11787,2016
"Zhen Wang, Yue Yin, Bo An",Computing Optimal Monitoring Strategy for Detecting Terrorist Plots,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12063,2016
Lirong Xia,Quantitative Extensions of the Condorcet Jury Theorem with Strategic Agents,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12295,2016
"Jian Xu, Xuhui Shao, Jianjie Ma, Kuang-chih Lee, Hang Qi, Quan Lu",Lift-Based Bidding in Ad Selection,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12024,2016
