Guilin Qi,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
Haofen Wang,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
Kang Xu,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
Xuan Cui,,Cross-Lingual Taxonomy Alignment with Bilingual Biterm Topic Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12011,2016
Liang Xie,,Online Cross-Modal Hashing for Web Image Retrieval,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12125,2016
Jialie Shen,,Online Cross-Modal Hashing for Web Image Retrieval,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12125,2016
Lei Zhu,,Online Cross-Modal Hashing for Web Image Retrieval,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12125,2016
Jinyoung Yeo,,Understanding Emerging Spatial Entities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12327,2016
Jin-woo Park,,Understanding Emerging Spatial Entities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12327,2016
Seung-won Hwang,,Understanding Emerging Spatial Entities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12327,2016
Quanzeng You,,Building a Large Scale Dataset for Image Emotion Recognition: The Fine Print and The Benchmark,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12272,2016
Jiebo Luo,,Building a Large Scale Dataset for Image Emotion Recognition: The Fine Print and The Benchmark,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12272,2016
Hailin Jin,,Building a Large Scale Dataset for Image Emotion Recognition: The Fine Print and The Benchmark,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12272,2016
